image,gaze_intensity
Ariel_Sharon_0011_aug_0.jpg,0.20550773058131017
Ariel_Sharon_0011_aug_1.jpg,0.23296823486330198
Ariel_Sharon_0011_aug_2.jpg,0.22217439724797683
Ariel_Sharon_0011_aug_3.jpg,0.20672239823409416
Ariel_Sharon_0011_aug_4.jpg,0.22234739823409416
Ariel_Sharon_0011_aug_5.jpg,0.20672239823409416
Ariel_Sharon_0011_aug_6.jpg,0.23355584138905916
Ariel_Sharon_0024_aug_0.jpg,0.2702846495958313
Ariel_Sharon_0024_aug_1.jpg,0.2744915042422603
Ariel_Sharon_0024_aug_2.jpg,0.3128584124602032
Ariel_Sharon_0024_aug_3.jpg,0.2765388218878635
Ariel_Sharon_0024_aug_4.jpg,0.3143558014630786
Ariel_Sharon_0024_aug_5.jpg,0.31616548172969083
Ariel_Sharon_0024_aug_6.jpg,0.2916697243974781
Ariel_Sharon_0030_aug_0.jpg,0.2653496733824123
Ariel_Sharon_0030_aug_1.jpg,0.2654618909254004
Ariel_Sharon_0030_aug_2.jpg,0.2568741523743915
Ariel_Sharon_0030_aug_3.jpg,0.26570930723828934
Ariel_Sharon_0030_aug_4.jpg,0.2520512720806102
Ariel_Sharon_0030_aug_5.jpg,0.25035192931744055
Ariel_Sharon_0030_aug_6.jpg,0.22778128681244303
Ariel_Sharon_0032_aug_0.jpg,0.23580297338951134
Ariel_Sharon_0032_aug_1.jpg,0.26505200478314594
Ariel_Sharon_0032_aug_2.jpg,0.25306211102065534
Ariel_Sharon_0032_aug_3.jpg,0.25080131610023637
Ariel_Sharon_0032_aug_4.jpg,0.28152461686561914
Ariel_Sharon_0032_aug_5.jpg,0.2358932031046554
Ariel_Sharon_0032_aug_6.jpg,0.2759434062891991
Ariel_Sharon_0033_aug_0.jpg,0.35803877352127744
Ariel_Sharon_0033_aug_1.jpg,0.3454040146427718
Ariel_Sharon_0033_aug_2.jpg,0.38335610969703715
Ariel_Sharon_0033_aug_3.jpg,0.341409020890334
Ariel_Sharon_0033_aug_4.jpg,0.34197546598618367
Ariel_Sharon_0033_aug_5.jpg,0.3520471096846393
Ariel_Sharon_0033_aug_6.jpg,0.3116094496189764
Ariel_Sharon_0044_aug_0.jpg,0.2982273607510383
Ariel_Sharon_0044_aug_1.jpg,0.29305466699021854
Ariel_Sharon_0044_aug_2.jpg,0.3192545881587636
Ariel_Sharon_0044_aug_3.jpg,0.31773556036654343
Ariel_Sharon_0044_aug_4.jpg,0.33242881361498033
Ariel_Sharon_0044_aug_5.jpg,0.3303208154026245
Ariel_Sharon_0044_aug_6.jpg,0.29361010975735174
Ariel_Sharon_0045_aug_0.jpg,0.2413064313582004
Ariel_Sharon_0045_aug_1.jpg,0.2281969529256428
Ariel_Sharon_0045_aug_2.jpg,0.2566252303934207
Ariel_Sharon_0045_aug_3.jpg,0.270724492771519
Ariel_Sharon_0045_aug_4.jpg,0.23702273156998863
Ariel_Sharon_0045_aug_5.jpg,0.22894289185984085
Ariel_Sharon_0045_aug_6.jpg,0.2817282262510343
Ariel_Sharon_0049_aug_0.jpg,0.32125340226687726
Ariel_Sharon_0049_aug_1.jpg,0.2988860627267328
Ariel_Sharon_0049_aug_2.jpg,0.3308950270580634
Ariel_Sharon_0049_aug_3.jpg,0.29744387845735343
Ariel_Sharon_0049_aug_4.jpg,0.30724555315467106
Ariel_Sharon_0049_aug_5.jpg,0.3469788678814489
Ariel_Sharon_0049_aug_6.jpg,0.3041445669784494
Ariel_Sharon_0050_aug_0.jpg,0.3071898073604774
Ariel_Sharon_0050_aug_1.jpg,0.3196905240789089
Ariel_Sharon_0050_aug_2.jpg,0.3222644575404985
Ariel_Sharon_0050_aug_3.jpg,0.2800964052936168
Ariel_Sharon_0050_aug_4.jpg,0.3093660279273889
Ariel_Sharon_0050_aug_5.jpg,0.3360272633700485
Ariel_Sharon_0050_aug_6.jpg,0.2800964052936168
Ariel_Sharon_0052_aug_0.jpg,0.28476502331049824
Ariel_Sharon_0052_aug_1.jpg,0.357715137744524
Ariel_Sharon_0052_aug_2.jpg,0.3382689766972944
Ariel_Sharon_0052_aug_3.jpg,0.27680644999760384
Ariel_Sharon_0052_aug_4.jpg,0.3301383550933118
Ariel_Sharon_0052_aug_5.jpg,0.32023248087761125
Ariel_Sharon_0052_aug_6.jpg,0.31341437365285807
Ariel_Sharon_0055_aug_0.jpg,0.28784282381735604
Ariel_Sharon_0055_aug_1.jpg,0.2914216844796864
Ariel_Sharon_0055_aug_2.jpg,0.3476224158042633
Ariel_Sharon_0055_aug_3.jpg,0.2936436472071403
Ariel_Sharon_0055_aug_4.jpg,0.29007603726108055
Ariel_Sharon_0055_aug_5.jpg,0.29029340686810823
Ariel_Sharon_0055_aug_6.jpg,0.31757153666283156
Ariel_Sharon_0057_aug_0.jpg,0.32344677658877335
Ariel_Sharon_0057_aug_1.jpg,0.26073728973996657
Ariel_Sharon_0057_aug_2.jpg,0.2877016415109541
Ariel_Sharon_0057_aug_3.jpg,0.2892713659389634
